,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
149044,272805,0,Cash loans,F,N,Y,0,157500.0,285723.0,24651.0,238500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,-14953,-503,-9066.0,-5316,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.4828189462951469,0.7003745403223549,0.5334816299804352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-589.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
149223,273004,0,Cash loans,M,Y,Y,0,247500.0,679500.0,19867.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-16103,-1277,-7808.0,-3927,64.0,1,1,1,1,0,0,Laborers,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,Government,,0.6661409960229028,0.4578995512067301,0.0371,0.0,0.9727,0.626,,0.0,0.1034,0.0833,0.0417,0.0474,0.0303,0.0295,0.0,0.0,0.0378,0.0,0.9727,0.6406,,0.0,0.1034,0.0833,0.0417,0.0485,0.0331,0.0308,0.0,0.0,0.0375,0.0,0.9727,0.631,,0.0,0.1034,0.0833,0.0417,0.0482,0.0308,0.0301,0.0,0.0,reg oper account,block of flats,0.0366,"Stone, brick",No,0.0,0.0,0.0,0.0,-1819.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
149584,273422,0,Revolving loans,F,N,Y,2,90000.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-10850,-1980,-2452.0,-3000,,1,1,0,1,0,0,Accountants,4.0,2,2,SATURDAY,12,0,0,0,0,0,0,Industry: type 3,0.5885161769640345,0.2890871573286466,0.1419915427739129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-833.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
149742,273602,0,Revolving loans,F,N,N,0,171000.0,495000.0,24750.0,495000.0,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,0.010147,-22611,365243,-8802.0,-4471,,1,0,0,1,0,0,,1.0,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.1915258625230554,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
149994,273883,0,Cash loans,F,N,Y,0,99000.0,495000.0,14602.5,495000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-21381,365243,-8602.0,-4270,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,19,0,0,0,0,0,0,XNA,,0.7234795580699884,0.633031641417419,0.3299,,0.9881,,,0.32,0.2759,0.375,,,,0.2114,,0.4837,0.3361,,0.9881,,,0.3222,0.2759,0.375,,,,0.2203,,0.5121,0.3331,,0.9881,,,0.32,0.2759,0.375,,,,0.2152,,0.4938,,block of flats,0.2715,Panel,No,0.0,0.0,0.0,0.0,-681.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
150114,274021,0,Cash loans,F,N,N,0,90000.0,808650.0,24732.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020713,-21553,365243,-5452.0,-4542,,1,0,0,1,0,0,,1.0,3,2,MONDAY,8,0,0,0,0,0,0,XNA,,0.6514801169864992,0.3409064264152384,0.3206,0.0983,0.9846,0.7892,0.0653,0.08,0.0345,0.3333,0.0417,0.0378,0.2597,0.0806,0.0077,0.0169,0.3267,0.102,0.9846,0.7975,0.0659,0.0806,0.0345,0.3333,0.0417,0.0387,0.2837,0.084,0.0078,0.0179,0.3237,0.0983,0.9846,0.792,0.0657,0.08,0.0345,0.3333,0.0417,0.0385,0.2642,0.0821,0.0078,0.0173,reg oper spec account,specific housing,0.1028,Panel,No,0.0,0.0,0.0,0.0,-1523.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150218,274141,0,Cash loans,F,N,N,1,157500.0,612612.0,31410.0,495000.0,Unaccompanied,Working,Lower secondary,Widow,Rented apartment,0.018029,-12675,-1059,-594.0,-4292,,1,1,0,1,0,0,Sales staff,2.0,3,3,TUESDAY,10,0,0,0,1,1,0,Business Entity Type 3,0.430246251604572,0.6289808744948581,0.4902575124990026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
150571,274552,0,Cash loans,M,N,Y,1,450000.0,1339884.0,39307.5,1170000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.022625,-14403,-3484,-854.0,-4858,,1,1,0,1,0,0,,3.0,2,2,FRIDAY,12,0,0,0,0,0,0,Self-employed,,0.7000945418247211,0.5172965813614878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-694.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
150948,274976,0,Cash loans,F,Y,Y,0,450000.0,675000.0,49248.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0072739999999999,-16053,-1905,-5888.0,-521,1.0,1,1,0,1,0,0,Core staff,1.0,2,2,SATURDAY,10,0,0,0,0,0,0,Self-employed,,0.6212223513855666,0.501075160239048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-2528.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
150991,275023,0,Cash loans,M,Y,N,0,135000.0,360000.0,22023.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-10831,-603,-881.0,-3029,65.0,1,1,0,1,0,0,Drivers,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.1951854222653492,0.3312508645909018,0.2108,0.0722,0.9771,0.6872,0.0781,0.1,0.2069,0.25,0.2917,0.1465,0.1715,0.1829,0.0019,0.0032,0.1471,0.0327,0.9767,0.6929,0.0698,0.0,0.1724,0.1667,0.2083,0.114,0.1276,0.1265,0.0,0.0,0.2129,0.0722,0.9771,0.6914,0.0786,0.1,0.2069,0.25,0.2917,0.1491,0.1744,0.1862,0.0019,0.0032,reg oper account,block of flats,0.2301,"Stone, brick",No,0.0,0.0,0.0,0.0,-1520.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
151268,275345,0,Cash loans,F,N,Y,0,67500.0,148365.0,10453.5,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-22057,365243,-11745.0,-4066,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.2930897022262147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2517.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
151787,275939,0,Cash loans,F,N,Y,0,135000.0,900000.0,26446.5,900000.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.035792,-20164,365243,-337.0,-3710,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,XNA,0.7649314928768561,0.6779767781007008,0.6109913280868294,0.1546,0.0,0.999,,,0.0,0.1034,0.2083,,0.049,,0.1141,,0.0606,0.1576,0.0,0.999,,,0.0,0.1034,0.2083,,0.0501,,0.1189,,0.0641,0.1561,0.0,0.999,,,0.0,0.1034,0.2083,,0.0498,,0.1161,,0.0619,,block of flats,0.1241,"Stone, brick",No,3.0,0.0,3.0,0.0,-482.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
151936,276111,0,Cash loans,M,N,N,0,184500.0,687600.0,18265.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-20486,-557,-3063.0,-3998,,1,1,0,1,1,0,Drivers,2.0,2,2,MONDAY,13,0,0,0,0,1,1,Other,,0.2804118410456333,0.7688075728291359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
152259,276478,0,Revolving loans,F,Y,N,0,225000.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18441,-256,-5177.0,-1993,7.0,1,1,0,1,0,0,Managers,2.0,3,3,SATURDAY,6,0,0,0,0,0,0,Self-employed,,0.4544037967258703,0.6041125998015721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
152478,276730,0,Cash loans,F,N,Y,1,157500.0,787500.0,40338.0,787500.0,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.018209,-18739,-2996,-8037.0,-2274,,1,1,0,1,0,0,Core staff,3.0,3,3,THURSDAY,12,0,0,0,0,0,0,Government,0.6419004829881,0.1567436686975816,0.3108182544189319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
152629,276901,0,Cash loans,F,N,Y,2,283500.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.007114,-12606,-4359,-822.0,-5233,,1,1,0,1,0,0,Core staff,4.0,2,2,MONDAY,13,0,0,0,0,0,0,Police,0.7821605819530072,0.5565220331519672,0.1556893746835917,0.0835,0.0825,0.9866,0.8164,0.0925,0.0,0.2069,0.1667,0.2083,0.0,0.0672,0.085,0.0039,0.066,0.0851,0.0856,0.9866,0.8236,0.0933,0.0,0.2069,0.1667,0.2083,0.0,0.0735,0.0886,0.0039,0.0699,0.0843,0.0825,0.9866,0.8189,0.093,0.0,0.2069,0.1667,0.2083,0.0,0.0684,0.0865,0.0039,0.0674,reg oper account,block of flats,0.0946,"Stone, brick",No,2.0,0.0,2.0,0.0,-1721.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,2.0
153036,277377,0,Cash loans,F,N,Y,0,135000.0,891522.0,45648.0,783000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-19893,-10638,-7335.0,-3443,,1,1,0,1,0,0,Cleaning staff,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Housing,,0.5585395801132093,0.7898803468924867,0.334,0.2438,0.9896,,,0.36,0.3103,0.3333,,,,0.3651,,0.2083,0.3403,0.253,0.9896,,,0.3625,0.3103,0.3333,,,,0.3804,,0.2206,0.3373,0.2438,0.9896,,,0.36,0.3103,0.3333,,,,0.3717,,0.2127,,block of flats,0.3325,Panel,No,2.0,0.0,2.0,0.0,-537.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
153086,277442,1,Cash loans,F,N,N,0,112500.0,360000.0,24187.5,360000.0,Unaccompanied,Working,Incomplete higher,Married,With parents,0.0145199999999999,-11960,-1204,-3868.0,-91,,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Self-employed,0.2651725183635942,0.1335646385548005,,,,0.9762,,,,,,,,,0.0826,,,,,0.9762,,,,,,,,,0.086,,,,,0.9762,,,,,,,,,0.0841,,,,,0.0649,,No,5.0,3.0,5.0,3.0,-875.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
153129,277491,0,Cash loans,F,Y,N,0,112500.0,260640.0,31059.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00496,-15134,-803,-1619.0,-1629,1.0,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Government,0.3592026698073212,0.5304639138197068,0.4118485559242397,0.1021,,0.9776,,,,0.0345,0.1667,,,,0.0704,,,0.104,,0.9777,,,,0.0345,0.1667,,,,0.0734,,,0.1031,,0.9776,,,,0.0345,0.1667,,,,0.0717,,,,specific housing,0.0581,"Stone, brick",No,0.0,0.0,0.0,0.0,-379.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0
153918,278387,1,Revolving loans,F,N,Y,0,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.00963,-7782,-786,-3772.0,-461,,1,1,0,1,0,0,Accountants,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,Electricity,0.4459949583815986,0.5746745409113793,0.0580323087789702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
154255,278776,0,Revolving loans,F,N,N,0,103500.0,135000.0,6750.0,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.010032,-18293,365243,-374.0,-1793,,1,0,0,1,0,0,,2.0,2,2,SATURDAY,3,0,0,0,0,0,0,XNA,,0.5911911665914142,0.5262949398096192,0.0598,0.0,0.9762,0.6736,0.0058,0.0,0.1379,0.1667,0.2083,,0.0488,0.0486,0.0,0.004,0.0609,0.0,0.9762,0.6864,0.0058,0.0,0.1379,0.1667,0.2083,,0.0533,0.0506,0.0,0.0043,0.0604,0.0,0.9762,0.6779999999999999,0.0058,0.0,0.1379,0.1667,0.2083,,0.0496,0.0495,0.0,0.0041,reg oper account,block of flats,0.0423,"Stone, brick",No,0.0,0.0,0.0,0.0,-1247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
154678,279293,0,Cash loans,F,Y,N,0,180000.0,225000.0,20637.0,225000.0,Unaccompanied,Working,Higher education,Married,Rented apartment,0.020713,-11628,-3273,-1734.0,-1362,13.0,1,1,0,1,1,0,High skill tech staff,2.0,3,1,TUESDAY,11,0,0,0,0,0,0,Other,,0.5375270208089257,0.0938365970374978,0.2165,0.1993,0.9846,0.7892,0.0664,0.24,0.2069,0.3333,0.0417,0.0805,0.1765,0.2713,0.0,0.0,0.2206,0.2068,0.9846,0.7975,0.067,0.2417,0.2069,0.3333,0.0417,0.0823,0.1928,0.2826,0.0,0.0,0.2186,0.1993,0.9846,0.792,0.0669,0.24,0.2069,0.3333,0.0417,0.0819,0.1796,0.2761,0.0,0.0,reg oper account,block of flats,0.2134,Panel,No,3.0,0.0,3.0,0.0,-106.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
155031,279700,0,Cash loans,F,N,N,0,180000.0,458460.0,36351.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-10822,-1634,-1073.0,-1952,,1,1,0,1,0,1,Sales staff,1.0,3,3,THURSDAY,6,0,0,0,0,0,0,Self-employed,,0.577819651331658,0.5082869913916046,0.0619,0.0661,0.9732,,,0.0,0.1034,0.1667,,,,0.0485,,0.0088,0.063,0.0686,0.9732,,,0.0,0.1034,0.1667,,,,0.0505,,0.0093,0.0625,0.0661,0.9732,,,0.0,0.1034,0.1667,,,,0.0493,,0.009,,block of flats,0.04,"Stone, brick",No,1.0,0.0,1.0,0.0,-322.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
155087,279767,0,Cash loans,F,N,N,1,112500.0,675000.0,19867.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.02461,-14821,-5666,-8951.0,-4020,,1,1,1,1,1,0,Laborers,3.0,2,2,SATURDAY,16,0,0,0,0,0,0,Business Entity Type 2,,0.6004801649794498,0.5316861425197883,0.4814,0.2511,0.9871,,,0.52,0.4483,0.3333,,,,0.4937,,0.0035,0.4905,0.2606,0.9871,,,0.5236,0.4483,0.3333,,,,0.5144,,0.0037,0.4861,0.2511,0.9871,,,0.52,0.4483,0.3333,,,,0.5026,,0.0036,,block of flats,0.4558,Panel,No,0.0,0.0,0.0,0.0,-3016.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
155139,279829,0,Cash loans,F,N,N,1,103500.0,648000.0,18702.0,648000.0,"Spouse, partner",State servant,Secondary / secondary special,Married,With parents,0.0035409999999999,-8731,-369,-1362.0,-1252,,1,1,0,1,0,0,Core staff,3.0,1,1,SATURDAY,9,0,0,0,0,0,0,Government,0.0825429396423133,0.5768164518605912,0.2822484337007223,0.0186,,0.9831,,,,,0.0417,,0.0153,,,,,0.0189,,0.9831,,,,,0.0417,,0.0156,,,,,0.0187,,0.9831,,,,,0.0417,,0.0155,,,,,,,0.0129,Wooden,No,4.0,0.0,4.0,0.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
155180,279883,0,Revolving loans,M,Y,Y,2,202500.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-12659,-797,-2955.0,-4929,13.0,1,1,0,1,0,0,Laborers,4.0,2,2,THURSDAY,17,0,0,0,0,0,0,Construction,0.3097382075829093,0.5912228765030939,,0.1031,,0.9821,,,,0.2069,0.1667,,0.0582,,0.0817,,0.0245,0.105,,0.9821,,,,0.2069,0.1667,,0.0595,,0.0851,,0.026,0.1041,,0.9821,,,,0.2069,0.1667,,0.0592,,0.0832,,0.025,,block of flats,0.0696,Panel,No,2.0,0.0,2.0,0.0,-558.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
155184,279887,0,Cash loans,F,N,Y,0,112500.0,1255680.0,38200.5,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.006207,-23709,365243,-14951.0,-2009,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,,0.5196125039174448,,0.0629,0.0,0.9796,0.7212,,0.0,0.1379,0.1667,0.2083,0.0616,0.0504,0.0609,0.0039,0.0,0.0641,0.0,0.9796,0.7321,,0.0,0.1379,0.1667,0.2083,0.063,0.0551,0.0634,0.0039,0.0,0.0635,0.0,0.9796,0.7249,,0.0,0.1379,0.1667,0.2083,0.0626,0.0513,0.062,0.0039,0.0,reg oper account,block of flats,0.0528,Panel,No,0.0,0.0,0.0,0.0,-1887.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
155384,280124,0,Cash loans,F,N,N,0,130500.0,1525482.0,43848.0,1363500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.008068,-19030,-204,-1832.0,-2547,,1,1,1,1,0,0,Sales staff,2.0,3,3,SATURDAY,5,0,0,0,0,0,0,Medicine,,0.5549077290439568,0.5709165417729987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
155873,280682,1,Cash loans,F,N,N,0,157500.0,254700.0,27558.0,225000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.035792,-8460,-135,-3056.0,-1118,,1,1,0,1,0,0,,1.0,2,2,TUESDAY,15,0,0,0,1,1,0,Business Entity Type 3,0.200727341944325,0.6294655394356058,0.087304270713507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1219.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0
156077,280927,0,Cash loans,M,Y,N,1,180000.0,447768.0,35374.5,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.035792,-9075,-957,-3547.0,-1721,9.0,1,1,0,1,0,0,Laborers,3.0,2,2,SUNDAY,11,0,0,0,0,1,1,Construction,0.1580835740361756,0.5156484933746901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-425.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
156192,281062,0,Cash loans,M,N,Y,0,83700.0,652500.0,21177.0,652500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.030755,-22212,365243,-6885.0,-2216,,1,0,0,1,0,0,,1.0,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,0.7069600687093655,0.6694591776214713,0.7981372313187245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-323.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
156293,281170,0,Cash loans,M,N,N,0,135000.0,225000.0,22383.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-15185,-3508,-6672.0,-4364,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,14,0,0,0,0,0,0,Business Entity Type 2,,0.3454858866640793,0.7076993447402619,0.2227,,0.9846,,,0.24,0.2069,0.3333,,,,,,,0.2269,,0.9846,,,0.2417,0.2069,0.3333,,,,,,,0.2248,,0.9846,,,0.24,0.2069,0.3333,,,,,,,,block of flats,0.1873,Panel,No,2.0,1.0,2.0,0.0,-2673.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
156708,281638,0,Cash loans,F,N,Y,3,112500.0,137520.0,5314.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-14293,-421,-3787.0,-4141,,1,1,0,1,0,0,Cooking staff,5.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,School,,0.1677953006211487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-591.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
